RowNumber;CustomerId;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited;Geography_codes;Gender_codes
1317;15808689;850;France;Female;31;4;0;2;1;1;3308281;0;0;0
1318;15720702;789;France;Male;37;3;0;1;1;0;12188387;1;0;1
1319;15665077;598;France;Female;43;5;0;3;1;1;10072272;1;0;0
1320;15763612;756;Germany;Male;41;2;12443949;2;0;1;4709311;0;1;1
1321;15596493;687;France;Female;47;7;0;2;1;1;17762401;0;0;0
1322;15704483;724;France;Male;40;6;0;2;0;0;10614948;0;0;1
1323;15598846;700;France;Female;44;2;5878176;1;1;0;1687492;0;0;0
1324;15629244;635;Spain;Male;50;7;15945364;2;0;0;5456079;1;2;1
1325;15765537;687;Germany;Male;26;2;14272152;1;1;1;15360575;0;1;1
1326;15729975;613;France;Female;46;8;1677956;1;0;1;4439038;0;0;0
1327;15682773;781;France;Female;38;3;12834569;2;1;0;6321885;0;0;0
1328;15688007;703;Spain;Male;20;3;16526098;1;1;1;4162678;0;2;1
1329;15574331;593;Germany;Female;62;3;11823381;1;0;1;2476553;1;1;0
1330;15645572;743;France;Female;40;6;0;1;1;0;282808;1;0;0
1331;15742854;640;Spain;Female;46;8;0;2;1;0;8904319;0;2;0
1332;15575417;849;Germany;Male;37;7;14345274;2;1;1;1729412;0;1;1
1333;15796721;778;France;Male;38;3;14501849;2;1;1;12670241;0;0;1
1334;15734942;539;Germany;Female;38;8;8240751;1;1;0;1312341;0;1;0
1335;15664772;489;Germany;Male;28;1;7946098;2;1;1;16797363;0;1;1
1336;15576683;568;Spain;Female;43;9;0;1;1;0;12587079;1;2;0
1337;15682563;618;Spain;Male;38;5;12647399;1;1;0;9197249;0;2;1
1338;15650889;710;Germany;Female;30;10;1335371;2;1;0;15559374;0;1;0
1339;15612108;625;France;Male;52;5;16497801;1;1;1;6778849;0;0;1
1340;15761132;682;Spain;Male;46;7;12802972;1;1;1;6261535;0;2;1
1341;15645511;727;Spain;Male;43;2;9740318;1;1;1;10741502;1;2;1
1342;15609824;794;France;Female;41;7;17684541;3;1;0;16652626;1;0;0
1343;15640268;652;Spain;Male;71;4;0;1;1;1;1201071;0;2;1
1344;15645778;670;Spain;Male;42;3;8158904;1;1;0;1882278;0;2;1
1345;15691104;460;Germany;Female;40;6;11950758;2;1;0;9156063;1;1;0
1346;15714567;568;Spain;Female;26;6;0;2;0;0;1664952;0;2;0
1347;15777826;643;France;Male;30;5;9444377;1;1;1;1656144;0;0;1
1348;15668445;521;France;Male;37;2;0;2;1;1;8637224;0;0;1
1349;15576162;615;France;Male;32;7;9219984;1;1;1;275553;0;0;1
1350;15778135;575;Spain;Male;43;3;0;1;1;0;8359451;0;2;1
1351;15613141;717;France;Female;41;3;13575696;1;1;1;10370641;0;0;0
1352;15635435;648;France;Female;54;9;12063342;1;0;0;592438;1;0;0
1353;15596552;535;Germany;Male;48;5;13454273;1;1;1;5820367;1;1;1
1354;15623644;626;Spain;Male;29;7;0;2;1;0;4936184;0;2;1
1355;15683403;611;Spain;Male;52;7;0;1;0;1;7358518;1;2;1
1356;15615029;734;Spain;Male;39;6;0;1;1;1;9513527;0;2;1
1357;15769005;709;France;Male;49;4;15434449;2;1;1;3879457;0;0;1
1358;15746326;591;France;Male;43;3;0;2;0;1;19892636;0;0;1
1359;15722364;664;France;Male;43;9;18902653;2;1;1;5609986;0;0;1
1360;15704954;431;France;Male;37;0;12076408;1;1;1;11702308;0;0;1
1361;15694409;647;Germany;Female;22;3;9797582;2;0;1;620830;0;1;0
1362;15754068;578;France;Male;32;4;0;2;1;1;1418228;0;0;1
1363;15683841;555;Germany;Male;41;10;1132702;2;1;1;18538714;0;1;1
1364;15789095;775;Spain;Male;30;4;0;2;0;1;5746113;0;2;1
1365;15719958;850;Germany;Male;39;3;12454899;2;1;1;12038012;0;1;1
1366;15689514;625;France;Male;43;8;20169607;1;1;0;1330209;1;0;1
1367;15621353;645;Spain;Female;37;7;0;2;1;0;1358993;0;2;0
1368;15627232;608;Germany;Male;44;7;11420347;1;1;1;7783036;1;1;1
1369;15745843;689;Spain;Female;31;4;0;2;1;1;13661002;0;2;0
1370;15722902;652;Germany;Male;50;8;12543764;1;1;1;1716094;1;1;1
1371;15791767;769;France;Female;26;7;0;2;1;0;17684353;0;0;0
1372;15792722;611;France;Female;43;8;6489775;1;1;0;11499633;0;0;0
1373;15723006;489;France;Male;38;8;0;2;0;1;19699079;0;0;1
1374;15771942;528;Germany;Female;46;9;13555566;1;1;0;13314603;1;1;0
1375;15774738;632;France;Male;44;3;10776475;1;1;0;18566772;0;0;1
1376;15574004;429;France;Female;27;6;11730744;2;1;1;2402049;0;0;0
1377;15587233;457;France;Male;41;8;7370012;3;1;1;18575002;1;0;1
1378;15808228;768;Spain;Female;44;6;606034;1;1;1;17804597;0;2;0
1379;15682834;715;Spain;Female;35;4;4016988;2;1;1;19985747;0;2;0
1380;15571752;668;Germany;Female;32;10;9204187;1;1;1;435959;0;1;0
1381;15743067;625;Germany;Male;26;3;13048395;1;1;0;12281053;0;1;1
1382;15714466;846;France;Female;41;5;0;3;1;0;344047;1;0;0
1383;15617982;661;Spain;Female;42;3;0;2;1;0;3598941;0;2;0
1384;15696637;571;France;Female;23;10;15109728;1;0;1;1716375;0;0;0
1385;15690647;582;Spain;Female;46;8;6756331;1;1;0;4450609;1;2;0
1386;15672756;716;France;Female;35;8;11280818;1;0;1;178483;0;0;0
1387;15704586;758;France;Female;42;7;0;2;0;1;7620956;0;0;0
1388;15674526;725;France;Male;66;4;864598;1;1;1;14147656;0;0;1
1389;15775295;630;France;Female;40;0;11863308;1;0;1;6003246;1;0;0
1390;15684196;627;France;Female;55;2;15944127;1;1;0;10068611;1;0;0
1391;15727281;653;France;Female;27;9;0;2;1;0;9642929;0;0;0
1392;15787835;775;Germany;Female;38;4;12521265;2;1;1;1579588;1;1;0
1393;15730540;794;Spain;Male;45;8;8865637;2;1;0;11654731;0;2;1
1394;15646276;831;France;Female;32;2;14603362;1;1;0;19126074;0;0;0
1395;15582180;561;France;Male;29;9;12026813;1;1;1;17387039;0;0;1
1396;15697095;705;Spain;Male;46;7;0;2;1;0;11727335;0;2;1
1397;15748797;636;Spain;Female;33;0;0;1;1;0;9227747;1;2;0
1398;15754796;487;Germany;Female;46;4;13507058;2;1;1;4424449;1;1;0
1399;15628947;693;France;Female;38;3;0;2;0;0;7813348;1;0;0
1400;15775546;517;Spain;Female;29;5;0;2;1;0;10340288;0;2;0
1401;15670481;684;France;Female;27;9;12255005;2;0;1;13783582;0;0;0
1402;15619029;620;Spain;Female;43;2;0;2;1;0;206701;0;2;0
1403;15613282;757;France;Male;29;8;13030649;1;1;0;7746938;0;0;1
1404;15721487;739;France;Female;27;6;0;1;1;1;5757238;0;0;0
1405;15797276;662;Spain;Female;41;4;9035077;1;1;0;7588465;1;2;0
1406;15612494;359;France;Female;44;6;12874769;1;1;0;14695571;1;0;0
1407;15629617;572;Spain;Male;23;2;12687352;1;0;1;6704012;0;2;1
1408;15600821;721;France;Male;69;2;10842419;1;1;1;17841835;0;0;1
1409;15579062;707;France;Male;32;9;0;2;0;0;3080702;0;0;1
1410;15814268;444;France;Female;40;5;8435007;1;1;0;14383576;0;0;0
1411;15710164;523;France;Female;73;7;0;2;0;0;1308839;1;0;0
1412;15693904;685;Germany;Female;30;4;849586;2;0;1;19434372;0;1;0
1413;15588986;673;Germany;Female;29;4;9909736;1;1;1;979669;0;1;0
1414;15797733;503;Germany;Male;30;10;13662255;2;0;0;4731024;0;1;1
1415;15620507;485;Germany;Female;30;5;15677168;1;1;1;14114821;0;1;0
1416;15685150;799;Germany;Male;28;7;16765833;2;1;1;11113825;0;1;1
1417;15667651;585;Spain;Female;33;8;0;2;1;0;11418207;0;2;0
1418;15774166;607;Germany;Female;24;2;10948354;2;0;1;12756077;0;1;0
1419;15649280;521;Germany;Female;40;9;13450478;1;1;0;1808206;0;1;0
1420;15705657;535;France;Female;44;2;11442786;1;1;1;13633026;0;0;0
1421;15753969;724;Spain;Male;45;5;8388854;1;0;1;3412181;0;2;1
1422;15742378;520;Germany;Male;32;5;11002977;1;1;0;5624669;0;1;1
1423;15794874;696;Spain;Male;41;9;12752375;1;0;1;19141742;0;2;1
1424;15589221;657;Germany;Male;30;1;13976213;2;1;1;2331788;0;1;1
1425;15596671;603;Spain;Female;42;8;9161112;1;0;0;1446753;1;2;0
1426;15583668;726;France;Female;42;2;10947179;1;0;1;17516105;0;0;0
1427;15710206;591;France;Female;39;4;15050064;1;1;0;149288;0;0;0
1428;15799966;792;Germany;Female;59;9;10160977;1;0;0;16147919;1;1;0
1429;15794560;550;France;Male;57;5;0;1;1;1;13350194;0;0;1
1430;15626485;601;France;Female;26;8;7889223;1;1;1;2370352;0;0;0
1431;15703143;820;France;Female;29;3;8234484;1;0;1;11598538;0;0;0
1432;15809772;667;France;Male;48;2;0;1;1;0;432292;0;0;1
1433;15687959;573;Spain;Female;44;4;0;1;1;1;9486293;0;2;0
1434;15585282;755;France;Male;62;1;12770633;2;0;1;14237769;0;0;1
1435;15714993;552;France;Female;41;9;12434934;1;1;0;13563525;0;0;0
1436;15596021;598;Spain;Male;44;8;0;2;1;0;1484879;0;2;1
1437;15646615;576;Germany;Male;28;1;11933629;2;0;1;5897685;0;1;1
1438;15742632;670;France;Female;31;9;0;1;0;1;7625483;0;0;0
1439;15574068;504;Germany;Male;56;9;1042173;1;0;0;5585748;1;1;1
1440;15806967;778;France;Female;65;7;0;1;1;1;7786723;0;0;0
1441;15796334;558;Germany;Male;39;10;14475702;1;1;0;2287816;1;1;1
1442;15688713;627;Spain;Male;44;6;0;1;1;1;11446955;0;2;1
1443;15796179;683;France;Male;43;8;0;1;1;0;967548;0;0;1
1444;15598751;556;France;Female;43;6;0;3;0;0;12515457;1;0;0
1445;15703019;583;France;Female;38;10;0;2;0;1;11359764;0;0;0
1446;15646302;705;France;Female;24;7;10016951;1;1;0;12140855;0;0;0
1447;15680855;637;France;Male;33;2;14573183;1;0;1;10921943;0;0;1
1448;15697311;697;Spain;Male;56;5;11080203;1;1;1;5023031;1;2;1
1449;15585367;555;Germany;Female;46;4;12039299;1;1;0;17771988;1;1;0
1450;15726556;594;Germany;Female;26;6;13506752;2;0;0;13121186;0;1;0
1451;15676242;632;Spain;Male;31;3;13655644;1;1;0;8215283;1;2;1
1452;15684198;551;France;Female;38;10;0;2;1;1;21627;0;0;0
1453;15774882;687;France;Female;35;3;9958743;1;1;1;17131;1;0;0
1454;15714227;672;France;Female;53;7;0;1;1;1;13691018;0;0;0
1455;15608653;521;Spain;Female;34;7;7073107;1;1;1;2024397;1;2;0
1456;15784280;686;Germany;Male;35;2;10934282;2;0;1;8604327;0;1;1
1457;15789546;639;Spain;Male;28;8;0;2;1;0;12656107;0;2;1
1458;15590320;850;France;Male;66;4;0;2;0;1;643508;0;0;1
1459;15678385;465;France;Male;25;2;7824731;2;1;1;1047231;0;0;1
1460;15571778;817;France;Female;55;10;11756149;1;1;0;9594155;1;0;0
1461;15657085;578;France;Male;23;10;8898032;1;1;1;12522236;0;0;1
1462;15640627;611;Spain;Male;34;4;0;2;1;0;17095058;0;2;1
1463;15566211;616;Germany;Female;41;1;10356057;1;1;0;23645;1;1;0
1464;15669293;517;France;Male;37;5;11330884;1;0;1;3151716;0;0;1
1465;15595067;637;Spain;Female;40;6;0;2;1;1;1816106;0;2;0
1466;15753566;806;France;Female;32;3;6376349;1;1;0;15659309;0;0;0
1467;15650391;633;France;Female;29;7;16998835;1;1;0;42720;0;0;0
1468;15681843;624;Germany;Female;35;0;18030324;2;1;0;1635879;0;1;0
1469;15814846;691;France;Male;52;3;0;1;1;0;17584368;1;0;1
1470;15670374;819;Germany;Female;49;1;12065686;4;0;0;1661643;1;1;0
1471;15762332;568;Germany;Female;31;1;6159214;2;1;1;6179664;0;1;0
1472;15700223;806;France;Male;48;4;16470168;1;1;1;2143949;0;0;1
1473;15729956;726;Spain;Female;26;1;8078016;1;1;1;1922585;0;2;0
1474;15594862;552;France;Male;36;8;0;2;0;0;13254702;0;0;1
1475;15598782;755;Germany;Female;30;6;15422137;2;0;1;6268855;0;1;0
1476;15745080;634;France;Male;26;8;0;1;1;0;2176096;0;0;1
1477;15703399;756;France;Female;26;5;10164114;2;0;1;15446068;0;0;0
1478;15732175;776;France;Male;37;2;0;1;0;1;80650;0;0;1
1479;15630725;649;France;Female;45;5;9278666;1;1;0;1733659;1;0;0
1480;15640260;595;Germany;Male;32;8;13108166;2;1;1;6942879;0;1;1
1481;15716822;646;France;Male;30;5;9801474;1;1;1;1275714;0;0;1
1482;15583748;592;Spain;Male;38;8;0;2;1;0;1804262;0;2;1
1483;15605968;574;France;Male;26;8;974601;1;1;1;4309367;0;0;1
1484;15790683;850;France;Male;36;1;10407719;2;0;1;685940;0;0;1
1485;15607713;850;Spain;Female;29;1;0;2;1;1;19799665;0;2;0
1486;15700212;475;France;Female;46;10;0;2;0;0;1229530;1;0;0
1487;15626710;642;France;Female;39;4;0;1;1;1;7682124;0;0;0
1488;15716491;710;Spain;Female;51;4;9365695;1;0;1;14140051;1;2;0
1489;15625824;596;Spain;Male;30;6;12134588;4;1;0;4192175;1;2;1
1490;15617705;609;France;Female;39;8;14167523;1;0;1;17566425;0;0;0
1491;15761976;797;Spain;Female;31;8;0;2;1;0;11791663;0;2;0
1492;15634891;504;Germany;Female;43;7;10236549;1;1;0;19469077;1;1;0
1493;15744517;735;Spain;Male;50;9;0;1;0;0;16667735;1;2;1
1494;15686963;680;Spain;Female;30;3;0;1;1;0;16013158;0;2;0
1495;15808189;449;France;Male;52;6;0;2;0;1;1236220;0;0;1
1496;15580845;685;Germany;Male;57;7;10186851;1;0;1;11348396;0;1;1
1497;15799156;569;Spain;Male;38;8;0;2;0;0;7961879;0;2;1
1498;15694296;631;France;Male;35;9;11239245;2;1;0;2447223;0;0;1
1499;15677049;595;Germany;Female;25;7;10657034;2;0;1;17702579;0;1;0
1500;15583595;461;France;Female;28;8;0;1;1;1;10334974;0;0;0
1501;15590146;630;France;Male;50;1;8194776;1;0;1;6360622;1;0;1
1502;15801548;661;France;Female;31;7;1441623;2;1;1;1449079;0;0;0
1503;15660833;796;Germany;Male;39;5;8635087;2;0;0;10508053;0;1;1
1504;15762277;710;France;Male;47;5;15862314;1;0;0;8349989;1;0;1
1505;15791302;741;France;Male;32;8;0;2;1;0;1435987;0;0;1
1506;15798975;606;Germany;Male;48;4;13240356;1;0;0;3609191;1;1;1
1507;15599956;747;France;Male;27;10;0;2;0;0;1300789;0;0;1
1508;15577274;549;Germany;Female;43;3;13498566;1;1;0;610141;0;1;0
1509;15701200;576;France;Male;36;6;0;2;1;1;483140;0;0;1
1510;15638149;528;France;Male;37;6;10377245;1;1;0;19711199;0;0;1
1511;15786199;535;France;Male;33;2;13304032;1;1;1;11029978;0;0;1
1512;15701765;575;Spain;Female;37;0;0;2;0;0;3011432;0;2;0
1513;15586974;656;France;Male;39;10;0;2;1;1;9889464;0;0;1
1514;15729040;440;France;Male;42;2;0;2;1;0;4982668;0;0;1
1515;15788676;539;Spain;Male;38;8;7146067;2;1;1;1007405;0;2;1
1516;15602497;850;Spain;Male;39;6;13321413;1;0;1;2076988;0;2;1
1517;15701333;646;France;Female;37;7;9655866;1;0;0;16342718;0;0;0
1518;15812071;744;France;Male;54;6;9380631;2;0;1;14006877;0;0;1
1519;15634375;710;Spain;Female;36;8;0;2;0;0;8320619;0;2;0
1520;15738267;544;France;Female;64;3;1240438;1;1;1;11140297;1;0;0
1521;15786800;723;Germany;Male;52;5;13169497;1;0;1;928735;1;1;1
1522;15591130;507;Spain;Female;29;6;0;2;0;1;947809;0;2;0
1523;15720662;787;France;Female;35;1;1062668;1;1;1;1660715;0;0;0
1524;15751531;598;Spain;Male;41;8;0;2;1;1;16195443;0;2;1
1525;15653595;796;France;Male;51;6;0;2;0;1;19473328;0;0;1
1526;15568360;569;Spain;Female;41;4;13984036;1;1;1;1635247;0;2;0
1527;15781210;711;France;Male;34;8;0;2;0;0;4826019;0;0;1
1528;15668058;661;Germany;Male;35;8;12409854;1;1;0;8667848;0;1;1
1529;15597131;415;France;Male;32;5;14580759;1;1;1;306465;0;0;1
1530;15697283;578;Spain;Male;23;8;0;2;1;0;11212498;0;2;1
1531;15640953;611;France;Female;26;2;10750893;2;1;1;12080165;0;0;0
1532;15715031;600;France;Female;28;6;0;2;0;1;5219323;0;0;0
1533;15589660;661;Germany;Female;32;1;14598023;1;0;1;5663628;0;1;0
1534;15769818;850;France;Female;37;3;2127782;1;0;1;6937288;0;0;0
1535;15782736;573;Germany;Female;47;4;15252247;1;0;1;16403807;1;1;0
1536;15614818;764;Spain;Female;33;9;16896477;1;0;1;11898251;0;2;0
1537;15794014;838;France;Female;34;8;0;2;1;0;2747207;0;0;0
1538;15732448;821;France;Female;28;8;0;1;1;1;3675413;0;0;0
1539;15723411;607;Spain;Female;36;4;982663;1;1;1;4641636;0;2;0
1540;15797686;558;France;Male;38;8;11300092;1;1;1;15287239;0;0;1
1541;15605950;530;Germany;Male;23;1;13706088;2;1;1;16522723;0;1;1
1542;15812497;654;Germany;Male;37;5;11214612;1;1;0;7592735;0;1;1
1543;15690678;530;France;Female;33;4;12930732;1;1;1;17293028;0;0;0
1544;15747677;656;Spain;Male;69;6;16397509;1;1;1;361085;0;2;1
1545;15618926;520;Spain;Male;43;7;0;2;1;1;3620274;0;2;1
1546;15673908;602;Germany;Female;42;6;15841485;1;1;1;13188646;0;1;0
1547;15727944;701;Germany;Female;48;1;9207268;1;1;1;13399236;0;1;0
1548;15807294;653;Spain;Female;30;2;8824329;2;1;1;9665826;0;2;0
1549;15618581;668;Spain;Male;25;8;0;2;1;1;13511209;0;2;1
1550;15584364;652;France;Male;48;4;5948631;1;1;0;16394418;1;0;1
1551;15599552;639;Spain;Female;54;2;0;2;1;1;5384371;0;2;0
1552;15749177;730;Spain;Female;52;7;0;2;0;1;12239884;0;2;0
1553;15718779;780;France;Male;34;1;0;1;1;1;6480404;0;0;1
1554;15568106;592;France;Female;38;8;11927801;2;0;1;1937073;0;0;0
1555;15779481;628;France;Male;34;4;15874143;2;1;1;12619254;0;0;1
1556;15709994;658;France;Female;40;7;14059695;1;0;1;13545902;1;0;0
1557;15772777;850;Spain;Female;29;10;0;2;1;1;9481504;0;2;0
1558;15706815;515;Germany;Male;37;2;9043292;1;1;1;18836604;1;1;1
1559;15618018;571;France;Female;35;1;10478381;2;0;1;17851252;0;0;0
1560;15671032;760;Germany;Male;42;0;7799297;2;1;1;9790638;0;1;1
1561;15634281;720;Germany;Female;43;10;1108229;1;0;0;7286194;0;1;0
1562;15766374;632;Germany;Male;42;4;1196246;2;1;1;19597886;0;1;1
1563;15600991;694;Germany;Male;31;6;10905259;2;1;1;1944893;1;1;1
1564;15777576;559;Spain;Female;40;5;13912944;1;0;1;3263554;0;2;0
1565;15742613;773;Germany;Female;42;8;15232466;2;1;0;17173322;0;1;0
1566;15649523;581;France;Male;38;1;0;2;1;0;4617622;0;0;1
1567;15651063;524;Germany;Female;37;9;12748058;2;1;0;17963469;0;1;0
1568;15683124;713;France;Male;53;6;1150294;1;0;0;19152132;1;0;1
1569;15618314;676;France;Male;40;8;11400578;1;1;1;6799845;0;0;1
1570;15670823;651;Germany;Female;42;1;11664676;1;1;0;447318;1;1;0
1571;15607133;717;Spain;Female;49;1;11086438;2;1;1;1245329;1;2;0
1572;15615012;594;France;Male;23;5;15626759;1;1;0;16096844;0;0;1
1573;15725141;716;France;Female;44;3;10952828;1;1;0;2734163;1;0;0
1574;15623560;668;France;Female;35;6;10248276;1;1;1;5399464;0;0;0
1575;15693018;678;Germany;Male;23;10;11556371;1;1;1;9163353;0;1;1
1576;15636756;545;France;Male;23;2;0;2;1;0;18961312;0;0;1
1577;15647474;613;France;Female;40;9;9562436;2;1;1;6070633;0;0;0
1578;15576714;687;Spain;Female;21;8;0;2;1;1;15476734;0;2;0
1579;15585047;715;France;Male;28;7;16037661;1;0;0;19685311;0;0;1
1580;15743976;618;Germany;Male;41;8;3770279;1;1;1;19577548;0;1;1
1581;15793881;721;France;Female;35;6;11827383;1;0;1;308689;0;0;0
1582;15576517;445;Germany;Female;34;7;13108217;2;1;1;706180;0;1;0
1583;15631072;690;France;Male;38;1;944560;2;0;1;5503402;0;0;1
1584;15730394;709;France;Female;43;8;0;2;0;0;16803562;1;0;0
1585;15631460;671;Spain;Female;42;3;0;2;1;1;12844933;0;2;0
1586;15692002;538;France;Male;33;6;9379138;1;1;1;19924929;0;0;1
1587;15595282;735;France;Female;33;4;0;2;1;0;14947469;0;0;0
1588;15789548;592;France;Female;37;7;0;2;1;1;12672633;0;0;0
1589;15758035;747;France;Male;61;7;15597313;1;0;1;14755426;0;0;1
1590;15617518;675;Germany;Male;36;7;8940995;1;1;1;1493997;0;1;1
1591;15651802;632;Spain;Female;39;5;9785437;2;1;0;9353638;0;2;0
1592;15631813;621;France;Male;39;6;0;2;1;1;5888391;0;0;1
1593;15729668;521;Spain;Male;29;3;6028062;1;1;0;15427141;0;2;1
1594;15741728;591;Spain;Male;36;7;1352168;1;1;1;12202289;0;2;1
1595;15576676;706;Germany;Female;28;6;12492335;2;1;1;5029914;0;1;0
1596;15711378;677;France;Male;38;4;0;2;1;0;18780063;0;0;1
1597;15765520;769;Germany;Male;27;7;18861407;1;1;0;17134409;0;1;1
1598;15656726;771;France;Male;32;5;6232162;1;1;1;4092059;0;0;1
1599;15647842;601;Germany;Female;48;8;1207827;1;1;0;6394068;1;1;0
1600;15719309;670;France;Female;42;1;11596158;2;0;1;2948387;0;0;0
1601;15748718;517;France;Male;28;2;11506261;1;1;0;17905623;0;0;1
1602;15594404;834;France;Female;49;8;16060225;2;1;0;12927394;0;0;0
1603;15751158;571;France;Female;42;4;10882534;3;1;0;5555851;1;0;0
1604;15593470;576;Germany;Female;36;8;16628785;1;1;1;2330585;0;1;0
1605;15695129;718;France;Female;31;1;15266377;1;0;1;1712864;0;0;0
1606;15640865;636;Germany;Female;31;9;8084469;2;1;1;746419;0;1;0
1607;15714080;566;Germany;Female;40;2;9700136;2;1;0;15448601;0;1;0
1608;15648721;711;France;Male;64;4;0;2;1;1;318567;0;0;1
1609;15801466;574;France;Female;39;2;12252461;2;1;0;8846363;0;0;0
1610;15750248;619;France;Female;35;8;13229263;1;1;0;6568293;0;0;0
1611;15758726;588;France;Female;24;0;0;2;1;1;14058608;0;0;0
1612;15781553;760;Germany;Female;49;9;9150299;1;1;0;1172329;1;1;0
1613;15649121;665;France;Male;52;3;0;1;1;0;11613701;1;0;1
1614;15674811;739;Germany;Male;29;3;5938598;2;1;1;10553396;0;1;1
1615;15646037;641;France;Male;77;9;0;3;1;1;8151406;0;0;1
1616;15722578;685;Germany;Female;21;6;979565;1;1;1;16496627;0;1;0
1617;15665695;594;France;Female;49;4;0;2;1;1;2363155;0;0;0
1618;15801062;557;Spain;Female;40;4;0;2;0;1;10543353;0;2;0
1619;15662955;697;France;Male;27;8;14122368;2;1;0;9059115;0;0;1
1620;15770309;656;France;Male;18;10;15176274;1;0;1;12701432;0;0;1
1621;15657386;712;Germany;Male;43;1;14174974;2;0;1;9090526;0;1;1
1622;15777797;689;Spain;Male;38;5;7507514;1;1;1;865192;1;2;1
1623;15783955;697;France;Female;25;4;16568611;2;1;0;1546798;0;0;0
1624;15804516;589;France;Male;38;2;0;1;1;0;7991528;0;0;1
1625;15681758;525;Spain;Female;25;10;0;2;1;0;6936195;0;2;0
1626;15630321;680;France;Male;44;3;0;2;1;0;8693508;0;0;1
1627;15588248;617;France;Female;28;0;0;2;1;1;759783;1;0;0
1628;15591932;680;France;Male;32;5;9296161;1;1;0;1169576;0;0;1
1629;15810347;662;Spain;Female;30;9;0;2;0;1;15788483;0;2;0
1630;15595303;736;Germany;Male;46;5;13081291;1;1;1;7798154;1;1;1
1631;15634950;657;Germany;Male;57;8;10717458;1;1;1;12636955;1;1;1
1632;15685372;350;Spain;Male;54;1;15267748;1;1;1;19197349;1;2;1
1633;15745827;617;France;Male;30;3;13200577;1;1;0;14294039;0;0;1
1634;15755868;562;France;Male;35;7;0;1;0;0;4886967;0;0;1
1635;15735222;705;Spain;Female;23;5;0;2;1;1;7313173;0;2;0
1636;15604804;516;France;Female;33;7;1273055;1;1;1;12003736;0;0;0
1637;15718944;573;France;Female;37;6;0;2;1;0;19399537;0;0;0
1638;15678626;538;Spain;Female;31;0;0;2;0;0;17945366;0;2;0
1639;15571550;699;France;Male;39;9;0;1;1;0;8096392;0;0;1
1640;15723053;504;Germany;Male;32;8;17029122;2;0;1;1565899;0;1;1
1641;15661528;583;Spain;Male;47;5;10256223;1;1;0;927081;0;2;1
1642;15754177;712;Spain;Male;53;2;11106101;2;0;0;2654217;0;2;1
1643;15683544;626;Spain;Male;62;3;0;1;1;1;6501074;0;2;1
1644;15708048;631;France;Female;34;4;12437914;1;1;0;10689291;0;0;0
1645;15701109;663;France;Female;37;7;0;1;1;1;18521063;0;0;0
1646;15600110;506;Germany;Female;41;3;5774576;1;1;0;403546;0;1;0
1647;15651533;570;Germany;Female;50;5;12929374;1;1;0;17780544;1;1;0
1648;15777904;703;France;Female;45;7;0;2;1;1;6883172;0;0;0
1649;15655574;698;Germany;Female;40;8;1507771;1;1;0;11473262;0;1;0
1650;15569423;731;Spain;Male;41;4;0;2;1;0;2229927;0;2;1
1651;15718106;625;France;Male;34;6;0;2;0;0;1972832;0;0;1
1652;15585067;634;Spain;Male;31;9;10863248;1;1;1;17948596;1;2;1
1653;15675501;616;France;Male;59;5;1538611;1;1;1;1769948;0;0;1
1654;15633233;500;France;Male;56;1;10037458;1;1;0;1184908;1;0;1
1655;15667134;446;France;Male;32;8;0;2;0;0;13329294;0;0;1
1656;15659105;669;France;Female;47;9;6119654;1;1;0;5817024;0;0;0
1657;15575409;581;Germany;Male;31;6;11689172;1;1;0;1071373;0;1;1
1658;15752342;704;Germany;Female;54;6;13365691;3;1;0;14507133;1;1;0
1659;15654851;748;France;Male;44;2;9291152;1;0;1;8549524;0;0;1
